id,abbreviation,name,type
3245,ADA,Agency for Development and Aid,NGO
9502,ADEC,Agency for Development and Environmental Care (formerly Somali Volunteer for Development and Environmental Care),NGO
7830,AHD Islamabad,Agency for Human Development (AHD) Islamabad,NGO
8263,AHD Peshawar,Agency for Human Development (AHD) Peshawar,NGO
11930,AHA,Agency for Humanitarian Aid,NGO
5149,AHDAA,Agency for Humanitarian and Development Assistance for Afghanistan,NGO
1560,APD,Agency for Peace and Development,NGO
4711,ARD,Agency for Rehabilitation and Development,Private organization/foundation
4550,AREA,Agency for rehabilitation and Energy-Conservation in Afghanistan,NGO
6897,ARDI,Agency for Research and Development Initiative,NGO
4613,ART,Agency for Rural Transformation,NGO
9763,ASDev,Agency for Social growth and Development Opportunities,NGO
931,ASTAD,Agency for Social Transformation and Development,NGO
2886,ACTED,Agency for Technical Cooperation and Development,NGO
10633,ATD,Agency for Transformation and Development,NGO
7729,AGO,Agenda for Growth Organization,NGO
4496,AGIRE,Agenzia Italiana Risposta Emergenze,Private organization/foundation
3592,ASI & KUGTC,Agglobe Services International and the Korean Unpasan General Trading Company,NGO
3268,AGBP,Agha Khan Building and Planning,NGO
5060,Aghaz,Aghaz - Initiative Towards Development,Private organization/foundation
807,AGHSAN,AGHSAN,NGO
3698,Agility,Agility,Private organization/foundation
7528,AGIR,Agir au Sahel,NGO
10921,AEC,Agir en Centrafrique,NGO
7125,AGEFAD,Agir Ensemble contre la Faim et pour le Développement,NGO
4714,AED,Agir Ensemble pour le Développement,NGO
11572,AGIR,AGIR Foundation,Private organization/foundation
9340,Agrajattra,Agrajattra Organization,NGO
11412,AGRICOA COOP,Agricoa Cooperativa para Agricultura Comunidade e Ambiente,NGO
3346,AEDS,Agricultural and Environmental Development Society,Private organization/foundation
4901,ACDI/VOCA,Agricultural Cooperative Development International and Volunteers in Overseas Cooperative Assistance,NGO
6820,ADA,Agricultural Development Association,NGO
1394,ADO,Agricultural Development Organisation,NGO
1389,AGAS,Agricultural Guiding and Awareness Society,Private organization/foundation
2024,AMC,Agricultural Marketing Cooperative,NGO
1557,ASN,Agricultural Support Network,NGO
1143,ATTS,Agricultural Technology Transfer Society,NGO
8947,AEGS,Agriculture and Environment Gaza Society,NGO
10539,AFCS,Agriculture and Farmers Cooperative Society,NGO
11526,ACD,Agriculture Communitie Development,NGO
2753,PARC,Agriculture Development Association (formerly Palestinian Agricultural Relief Committees),NGO
5794,AEA,Agriculture Engineers Association,NGO
315,ARS,Agriculture Relief Services,NGO
2839,AGRISUD,AGRISUD,NGO
2941,AS,Agri-Systems,Private organization/foundation
2820,Agriterra,Agriterra,NGO
11442,Agri Thamani Foundation,Agri Thamani Foundation,Private organization/foundation
1128,AGROCARE,AGROCARE Community Development Association,NGO
10517,ACORDO,Agro-Coastal Research and Development Organization,NGO
5175,AVSF,Agronomes et Vétérinaires Sans Frontières,NGO
7823,APCC,Agro Pastoral Charity Center,NGO
2303,APDN,Agro-Pastoral Development Network,Private organization/foundation
10478,ACFO,Agro plantation for Climate change and Food security Organization,NGO
161,AGROSPHERE,AGROSPHERE,NGO
7509,ACOWECC,Ahalm Charity Organization for Women Empowerment and Child Care,NGO
11689,AHVA,Ahava Women Empowerment Initiative,NGO
6495,AHOO,Ahazeeg Organization for Orphans,NGO
61,AH Dames Suisse,AH Dames Suisse,NGO
9090,AUW,Ahfad University for Women,Private organization/foundation
8922,ABO,Ahl Albalad Organization,NGO
7546,AACF,Ahl Albald Charity Foundation,NGO
9519,AHA,Ahl Horan Organization,NGO
8980,AAH,Ahli Arab Hospital,NGO
1968,AIA,AIA,NGO
7309,AiBi,AiBi Associazione Amici dei Bambini,NGO
3766,AICF-F,AICF-F,NGO
1747,AAE,Aid Afghanistan for Education,NGO
10436,AHP,Aid and Hope Program for Cancer Patients Care,NGO
9303,ADB,Aid Development Botswana,NGO
5520,Aide à l'Enfance de Canada,Aide à l'Enfance de Canada,NGO
3615,Aide à l''Enfance de l''Inde,Aide à l''Enfance de l''Inde,NGO
5227,ADG,Aide au Développement de Gembloux,NGO
5979,Aidemet,Aide au Développement de la Médecine Traditionnelle,NGO
10786,ADD - Kidal,Aide au Développement Durable - Kidal,NGO
7503,AEDT,Aide aux Enfants Démunis de Tombouctou,NGO
1256,AVDP,Aide aux Victimes de Désastres aux Philippines,NGO
3918,Aide et Action,Aide et Action,NGO
2488,AMI,Aide Médicale  Internationale (until 2010),NGO
3946,AIDER,AIDER,NGO
10258,AFA Colombia,Aid for Aids Colombia,NGO
11004,AFA International,Aid for Aids International,NGO
11864,AFA Peru,Aid for Aids Peru,NGO
11211,AFA Venezuela,Aid for Aids Venezuela,NGO
4553,ACA,Aid for Central Africa,NGO
10534,AEC,Aid for Effective Change,NGO
3899,ANDP,Aid for Needy Development Programme,NGO
5710,ARO,Aid for Refugees and Orphans,NGO
11658,AISVIP,Aid Initiative to support Vulnerable and Idle people,NGO
11921,ALO,AID LINK Organization,NGO
10598,AI SSD,Aid Link South Sudan,NGO
5516,Aidmatrix,Aidmatrix,Private organization/foundation
524,ARARD,Aid Relief Agency for Reintegration and Development (formerly Aweil Relief Agency for Reintegration and Development),NGO
10605,AREA,Aid Relief for Emergency and Assistance,NGO
4965,AFC,Aids Foundation for Children,Private organization/foundation
10993,AHF,AIDS Healthcare Foundation,NGO
7710,ASCO,Aid Support Community Organization,NGO
8758,APON,Aid to the Poor and Needy,NGO
7881,AV,Aid Vision,NGO
6225,A.W,Aid.Works,NGO
3449,AIG Disaster Relief Fund,AIG Disaster Relief Fund,Private organization/foundation
1088,AIME,A.I.M.E! International e.V. (Deutschland),Private organization/foundation
6442,AIMS Organization,AIMS Organization,NGO
1969,AÏNA ,AÏNA (Afghanistan),NGO
9173,AZHOR,Ain Zamzam Organisation for Humaniterian Relief,NGO
2214,AIR AID,AIR AID,NGO
5644,Airamid Health Management,Airamid Health Management,Private organization/foundation
5702,Airbus Foundation,Airbus Foundation,Private organization/foundation
3556,Air Cargo Associates,Air Cargo Associates,Private organization/foundation
9315,ACS,AIR CHARTER SERVICE,Private organization/foundation
2222,ACW,Air Charter World,Private organization/foundation
2135,AAI,Airline Ambassadors International,NGO
5267,ACS,Airline Cargo Service,Private organization/foundation
6535,Airlink,Airlink,Private organization/foundation
1644,Air Products,Air Products,Private organization/foundation
3235,ASI,Air Serv International,NGO
6173,AISHA,AISHA Association for Woman and Child Protection,NGO
3342,ARDO,Aitemad Research and Development Organization,NGO
1970,AITM,AITM,NGO
7409,AJ,Ajeal Foundation,NGO
11270,Ajialouna,Ajialouna Organization,NGO
6360,AJKRSP,AJK Rural Support Programme,NGO
4285,ADPP,Ajuda de Desenvolvimento de Povo para Povo,NGO
2075,AJUDECA,AJUDECA,NGO
7216,Ajyal AACD,Ajyal Association for Creativity and Development,NGO
5519,Akin Gump,Akin Gump Strauss Hauer & Feld LLP,Private organization/foundation
8081,AND,Akkar Network for Development,NGO
11179,Akkarouna,Akkarouna,NGO
8313,AEC,AKON Foundation,NGO
1812,AKS,AK Steel,Private organization/foundation
4294,AAH,Aktion Afrika Hilfe,NGO
2398,ADH,Aktion Deutschland Hilft,NGO
5302,Aktion Osterreicherhelfen Afghanben,Aktion Osterreicherhelfen Afghanben,NGO
7392,AATD,Al Adaham Association for Development,NGO
534,Al-Afeea Fund,Al-Afeea Fund,NGO
7118,Al Afia,Al Afia Fund Charity,NGO
4466,AAMC,Al Afran Media and Culture,Private organization/foundation
11479,Al-Aghsan,Al-Aghsan Foundation for Agricultural and Environmental Development,NGO
7490,AOSD,Al-Ahiba Organization for Social Development,NGO
1458,ASDPD,Al-Ahleya Association for the development of palm and dates,NGO
7439,AADA,Al-Aidarous Association,NGO
11262,ACLA,Alain Clarisse Business Company,Private organization/foundation
2885,AOCD,Alamah Organisation for Community Devt,NGO
8394,ALAMAL,ALAMAL Association for Voluntary Work and Youth Development,NGO
11409,AMC,Al Amal Charity in Homs,NGO
1110,TWASOL,Al-Amal Charity Organization for the Disabled,NGO
4444,ACCFSW,Al-Amal Community for Social Welfare,NGO
11803,Alamal DSC,Al Amal For Development & Social Care,NGO
7850,AL AF,Al-Amal Foundation,NGO
9460,AIFO,Al-Amal Institute for Orphans,NGO
6898,AOCD,Al Amal Organization for Community Development,NGO
8416,AWSF,Alamal Women's and Socio-cultural Foundation,NGO
7456,AOBWC,Al-Aman Organization for Blind Women Care,NGO
7262,AHS,Al-Ameen for Humanitarian Support,NGO
7537,AAFC,Alaml Association for Cancer,NGO
4462,AACHR,Al Anbar Center for Humanitarian Relief,NGO
7680,AACD,Al-Anqaa Association for Community Development,NGO
7717,ACF,Al-Ansar Charity Foundation,NGO
7744,ASC,Alaqsa Club Organization,NGO
1437,AAIS,"Al-Aqsa Islamic Society, USA",NGO
8757,Al-LFCO,Al-Ashraf International for Livestock and Fodder Company,NGO
6582,ASMP,Alaska Sudan Medical Project,NGO
7531,Al-Ataa,Al-Ataa Charitable Society,NGO
7440,AAF,Al-Atef Foundation,NGO
7441,AAT,Al-Atesam Foundation,NGO
9872,ARD,Al-Atta for Relief and Development,NGO
8258,AISDC,Al-Atta Institution for Social Development and Charity,NGO
11500,ACFCYW,Al-Awda Center for Childhood and the Youth Welfare,NGO
682,AFD,Alawn Foundation for Development,NGO
4969,AUG,Al Azhar University Gaza,Private organization/foundation
8389,Al-Badael,Al-Badael Economic Foundation,NGO
7083,ABD,Al-Badeeah Association,NGO
8850,BCF,Al-Badyah Charitable Foundation,Private organization/foundation
8926,Al-Baida,Al-Baida Coalition for Relief and Humanitarian Actions,NGO
3943,Albania,"Albania, Government of",Government
4797,Albania RC,Albanian Red Cross,Red Cross/Red Crescent
1099,AODR,Alban Organization for Development and Rehabilitation,NGO
5653,Albany Diocese,Albany Diocese,Private organization/foundation
9580,AHSF,Albarka Health Spring Foundation,NGO
592,ABF,AlBasar Foundation,Private organization/foundation
10111,BIF,Al-basar International Foundation,NGO
7082,ABA,Al-Basmah Association Aden,NGO
7081,SDCAC,Al-Bena Organization for Development,NGO
7228,ABR,Al-Ber Association,NGO
4510,ACS,Alber Charity Society,NGO
8219,Albirr Hama,Albirr and Social Care - Afia Fund in Hama,NGO
7119,Al-Birr Association,Al-Birr Association for Charity and Social Services,NGO
8068,Al-Bir Wa Al-Ehsan Association in Ras AlAin (Al-Bir Wa Al-Ehsan in Ras AlAin),Al-Bir Wa Al-Ehsan Association in Ras AlAin (Al-Bir Wa Al-Ehsan in Ras AlAin),NGO
9058,BMHO,Albonian Almarsos Humanitarian Organization,NGO
8145,BSCR,Alburij Society for Community Rehabilitation,NGO
10421,AHA,Albustaan Handicap Association,NGO
8797,ANND,Al Chabaka Al Arabia (The Arab NGO Network for Development),NGO
1701,Alcoa Foundation,Alcoa Foundation,Private organization/foundation
1645,Alcon Laboratories,Alcon Laboratories,Private organization/foundation
2605,Al-Dameer Association for Human Rights,Al-Dameer Association for Human Rights,NGO
7851,AL DRCO,AlDhale'e Relief Coordination Office,NGO
2465,ALDHU,ALDHU - Latin American Association for Human Rights,NGO
11019,ADA,Al Dia'a Humanitarian Association,NGO
11070,ADA,Al Diaa Humanitarian Association,NGO
1046,AASCCA,Aldrb Alkhder Saving and Credit Cooperative Association,NGO
11475,Alegtinam,Alegtinam Human Development Organization,NGO
2021,AC,Alehsan Charity,NGO
7699,EOED,Al Ehsan Organization of Expelled and Displaced,NGO
886,ASA,Al-ehya'a Scientific Association,NGO
7096,ASA,Alehya'a Scientific Association,NGO
974,EKHAA,Al Ekhaa Association for Relief and Development,NGO
8398,EDCF,Alekram Foundation,NGO
8199,Alemdad,Alemdad Charity Association,NGO
8278,EORD,Al Erada Organization for Relief and Development,NGO
2814,AlertNet,AlertNet,NGO
9240,AODC,Aleshrag Organization for Development and Construction,NGO
8357,AEAFSD,Al Eslah Association for Social Development,NGO
793,ECD,Al-Eslah Community Development,NGO
9794,EHF,Al Ethar Humanitarian Foundation,NGO
1483,Alexander Bodini Foundation,Alexander Bodini Foundation,Private organization/foundation
9734,Alfaf,Alfaf Organization,NGO
8271,AFF,Al-Fajr Foundation,NGO
7239,FO,Al-Fajr Organization,NGO
7584,FPYA,Alfajr Palestinian Youth Association,NGO
6437,ADF,Alfalah Development Foundation,NGO
7621,AWE,Al Fardos Welfare Establishment,NGO
9325,Al Fayhaa,Al Fayhaa Association,NGO
8388,FJR,Alfjr Charity Foundation,NGO
7613,FARD,Al Fukhari Association for Rural Development,NGO
7689,FFWCC,Al Furat Foundation for Woman and Child Care,NGO
4542,Algeria,"Algeria, Government of",Government
2669,Algerian RC,Algerian Red Crescent,Red Cross/Red Crescent
9790,GW,AlGhad League for Woman and Child Care,NGO
8273,AGA,Al Ghaith Association,NGO
3980,Al-Gharaa Charity Organization,Al-Gharaa Charity Organization,NGO
1192,Al ghara Charity Organization-Jordan,Al ghara Charity Organization-Jordan,NGO
6276,AGC,Al-Ghazl Charity,NGO
11530,Al Ghina,Al Ghina Charitable Society,NGO
8669,Al Hadatha,Al Hadatha Association,NGO
2606,Al-Haq,Al-Haq,NGO
2138,AL-Harah Theater,AL-Harah Theater,NGO
1106,HFMCY,Al-Hayat Foundation for Motherhood and Childhood Yemen,NGO
8332,HYAC,Al-Hikma Al-Yamania Association for Charity,NGO
9089,Huda,Al-Huda Charitable Humanitarian Association,NGO
8013,Al-Huda,Al-Huda Organization for Widows and Orphans Care,NGO
5930,AHCO,Al husna Charity Organization,NGO
1597,AHS,Al Hussein Society Jordan Center for Training and Inclusion (AHS),NGO
11028,Aliadas en Cadena,Aliadas en Cadena A.C.,Private organization/foundation
8343,Alia,Alia Foundation for Development,NGO
10253,ALINCA,Alianza Internacional Cielos Abiertos,NGO
8673,APS,Alianza por la Solidaridad,NGO
9874,Alianza VenCR,Alianza Venezuela Costa Rica,NGO
8787,AOYD,Alibda'a (Creativity) Organization for Youth Development,NGO
4050,ALICORP,ALICORP,Private organization/foundation
818,Al Ihsan NGO,Al Ihsan NGO,NGO
4219,Aliko Dangote's Foundation,Aliko Dangote's Foundation,Private organization/foundation
6946,ICHO,Aliman Charitable Organization,NGO
10237,Alimenta Solidaridad,Alimenta La Solidaridad,Private organization/foundation
8063,Alinshat Area  Association (Inshaat),Alinshat Area  Association (Inshaat),NGO
1021,ADO,Al-Ishah Rural Development and Environmental Protection Organization,NGO
6082,Al-Islah Association,Al-Islah Association,NGO
3428,Alive and kicking,Alive and kicking,NGO
8368,Al-Jabal,Al-Jabal Organization,NGO
11086,AJSUT,Al-Jamia Saadat Ul Uloom Trust,Private organization/foundation
11818,JKK,Al-Jam'iyah Al-Khairiyah Al-Kuwaitiyyah,Private organization/foundation
6969,Al-Karam,Al-Karam Organization for Human Development,NGO
7651,KCSD,Al Karmel Culture and Social Development Association,NGO
8338,ACSW,Alkhair Association for Social Welfare,NGO
6626,ADO,Alkhair Development Organization,NGO
7342,AKF,Al-Khair Foundation,NGO
10707,AKF,Al-Khair Foundation (AKF),NGO
7640,AKHO,Al Khair Humanitarian Organization,NGO
8355,ARDF,Al Khair Relief Development Foundation,NGO
7339,Al-Khair,Al-Khair Yemen,NGO
8984,KCA pal,Al-Khaldeen Charity Association,NGO
6250,KFD,Al-Khanjar Foundation,NGO
5793,Al-Khidmat Foundation,Al-Khidmat Foundation,NGO
5917,KHVOD,Alkhold Voluntary for Development,NGO
10426,AWVO,Alkownin Women Voluntary Organization,NGO
11370,AWA,Allakh Welfare Association,NGO
10770,AFF,Allama Fazlullah Foundation,NGO
182,ACN,ALL CLERGY’S NETWORK,NGO
9056,AFC,All For Charity,NGO
10260,APADE,All for Peace And Dignity,NGO
7902,AGFD,All Girls Foundation for Development,NGO
1108,AHV,All Hands Volunteers (previously Hands On Disaster Response),NGO
10351,A 2015 (Consortium),Alliance 2015 (Consortium),NGO
5645,AllianceBernstein,AllianceBernstein Holding L.P.,Private organization/foundation
2548,ABS,Alliance Burundaise Contre le Sida,NGO
732,ACCEDES,Alliance Chrétienne pour la Coopération Economique et le Développement Social,NGO
6251,ACDES,"Alliance Coopérative de Développement, d'Entraide et de Solidarité",NGO
121,ADT,Alliance Development Trust,Private organization/foundation
8942,AFAA,Alliance For Action Aid,NGO
11944,ACD,Alliance for Community Development,NGO
9191,ACTION,Alliance for Community Transformation  Initiative and Organisation Network,NGO
9336,ACLAB,Alliance for Cooperation and Legal Aid Bangladesh,NGO
1937,ALIMA,Alliance for International Medical Action,NGO
10513,AMRES,Alliance for Medical and Relief Services,NGO
6884,ACFM,Alliance Nationale Contre la Faim et la Malnutrition,NGO
7120,ACFM Niger,Alliance Nationale contre la Faim et la Malnutrition au Niger,NGO
1265,AAASP,Alliance of AAS Pakistan,NGO
5969,APEC,Alliance Pour la Protection de l'Enfant en Centrafrique,NGO
7831,ADSEM,Alliance pour le Développement Socio-Economique du Mbomou,NGO
6651,ATAD,Alliance Technique d'Assistance au Développement,NGO
5524,Allianz Life,Allianz Life Insurance Company of North America,Private organization/foundation
3254,Allianz Mission,Allianz Mission,NGO
5838,ARI,Allied Recovery International,NGO
4701,Allocation of unearmarked funds by FAO,Allocation of unearmarked funds by FAO,UN agency
7055,Allocation of unearmarked funds by MINUSMA,Allocation of unearmarked funds by MINUSMA,UN agency
8286,Allocation of unearmarked funds by UNDEF,Allocation of unearmarked funds by UNDEF,UN agency
